CustomerKey,GeographyKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned
12331,6420,610,Brianna,Reed,1963-06-03,M,F,110000.0,4.0,2.0,Bachelors,Management,1.0,4.0
12332,6421,688,Thomas,Hughes,1963-11-05,M,M,150000.0,2.0,0.0,Bachelors,Management,1.0,4.0
12333,6422,552,Katherine,Henderson,1963-05-02,M,F,150000.0,3.0,1.0,Bachelors,Management,1.0,3.0
12334,6423,511,Hunter,Campbell,1962-04-16,M,M,80000.0,5.0,4.0,Partial College,Professional,1.0,2.0
12335,6424,508,Arianna,Alexander,1962-06-20,S,F,100000.0,1.0,2.0,Partial College,Professional,1.0,3.0
12336,6425,523,Spencer,Long,1962-11-12,M,M,100000.0,1.0,2.0,Partial College,Professional,1.0,3.0
12337,6426,686,Austin,Washington,1962-02-25,M,M,100000.0,1.0,2.0,Partial College,Professional,1.0,3.0
12338,6427,584,Donna,Shan,1962-03-19,S,F,110000.0,1.0,3.0,Bachelors,Management,0.0,1.0
12339,6428,633,Adam,Russell,1962-09-18,M,M,120000.0,1.0,3.0,Partial College,Professional,1.0,4.0
12340,6429,546,Xavier,Perez,1962-03-01,S,M,130000.0,1.0,2.0,Bachelors,Management,0.0,4.0
12341,6430,580,Wyatt,Carter,1961-06-17,M,M,80000.0,5.0,4.0,Partial College,Professional,1.0,3.0
12342,6431,583,Edward,King,1961-05-24,M,M,80000.0,5.0,4.0,Partial College,Professional,1.0,3.0
12343,6432,620,Grace,Kelly,1961-10-10,M,F,80000.0,5.0,4.0,Partial College,Professional,1.0,3.0
12344,6433,536,Mariah,Peterson,1961-02-04,M,F,90000.0,4.0,3.0,High School,Professional,1.0,2.0
12345,6434,575,Cameron,Lee,1961-11-10,M,M,100000.0,3.0,2.0,Partial College,Professional,1.0,4.0
12346,6435,445,Alyssa,Russell,1961-08-24,M,F,110000.0,1.0,3.0,Partial College,Professional,0.0,4.0
12347,6436,560,Edward,Mitchell,1961-08-26,S,M,170000.0,0.0,0.0,Graduate Degree,Management,0.0,4.0
12348,6437,546,Evan,Ramirez,1955-07-08,M,M,60000.0,2.0,0.0,High School,Professional,0.0,2.0
12349,6438,584,Natalie,Baker,1955-06-19,M,F,60000.0,2.0,0.0,High School,Professional,0.0,2.0
12350,6439,597,Marcus,Hughes,1955-07-14,M,M,60000.0,2.0,0.0,High School,Professional,0.0,2.0
12351,6440,677,Jasmine,Butler,1955-02-19,M,F,80000.0,3.0,2.0,Partial College,Professional,0.0,1.0
12352,6441,667,Richard,Cox,1954-05-20,S,M,80000.0,2.0,0.0,Partial High School,Skilled Manual,0.0,2.0
12353,6442,633,Natalie,Turner,1954-11-12,S,F,80000.0,2.0,0.0,Partial High School,Skilled Manual,1.0,2.0
12354,6443,562,Edward,Taylor,1935-06-25,M,M,30000.0,4.0,0.0,High School,Professional,0.0,2.0
12355,6444,442,Kristin,Shen,1935-11-23,S,F,50000.0,2.0,0.0,Graduate Degree,Management,1.0,2.0
12356,6445,566,Bailey,Cox,1935-05-06,S,F,50000.0,2.0,0.0,Graduate Degree,Management,1.0,2.0
12357,6446,582,Natasha,Hernandez,1935-04-21,M,F,60000.0,2.0,0.0,Graduate Degree,Management,1.0,2.0
12358,6447,430,Pamela,Rana,1935-08-14,M,F,70000.0,4.0,0.0,Graduate Degree,Management,1.0,2.0
12359,6448,470,Sydney,Lewis,1935-03-18,M,F,80000.0,4.0,0.0,Graduate Degree,Management,1.0,2.0
12360,6449,643,Zachary,Hayes,1935-03-12,M,M,120000.0,1.0,3.0,Graduate Degree,Management,1.0,4.0
12361,6450,559,Jackson,Adams,1936-07-11,M,M,60000.0,2.0,0.0,Graduate Degree,Management,1.0,2.0
12362,6451,647,Samuel,Coleman,1960-10-14,M,M,80000.0,5.0,4.0,Partial College,Professional,1.0,3.0
12363,6452,583,Isabelle,Wood,1960-02-20,M,F,90000.0,4.0,3.0,High School,Professional,1.0,3.0
12364,6453,442,Mitchell,Nath,1960-06-09,M,M,90000.0,4.0,3.0,High School,Professional,1.0,3.0
12365,6454,500,Hailey,Reed,1960-07-25,S,F,90000.0,4.0,3.0,High School,Professional,1.0,3.0
12366,6455,443,Edward,Perry,1960-05-11,M,M,110000.0,3.0,3.0,Partial College,Professional,0.0,4.0
12367,6456,470,Dylan,Hayes,1960-05-18,M,M,110000.0,3.0,3.0,Partial College,Professional,1.0,4.0
12368,6457,627,Trevor,Wood,1954-05-13,M,M,80000.0,2.0,0.0,Partial High School,Skilled Manual,1.0,2.0
12369,6458,597,Katherine,Allen,1954-03-27,M,F,60000.0,3.0,0.0,Partial High School,Skilled Manual,0.0,2.0
12370,6459,547,Jason,Collins,1954-07-05,S,M,70000.0,3.0,1.0,High School,Professional,1.0,0.0
12371,6460,584,Cassidy,Barnes,1954-05-06,M,F,70000.0,3.0,1.0,High School,Professional,1.0,0.0
12372,6461,643,Megan,Murphy,1954-12-20,M,F,70000.0,3.0,1.0,High School,Professional,1.0,1.0
12373,6462,495,Sara,Allen,1954-11-27,M,F,70000.0,3.0,1.0,High School,Professional,1.0,1.0
12374,6463,658,Jesse,Rogers,1953-02-22,M,M,70000.0,3.0,0.0,Graduate Degree,Management,1.0,2.0
12375,6464,660,Nicholas,Moore,1953-09-02,M,M,60000.0,3.0,0.0,Graduate Degree,Management,1.0,2.0
12376,6465,644,Jeremy,Rodriguez,1953-02-24,M,M,60000.0,3.0,0.0,Graduate Degree,Management,1.0,2.0
12377,6466,522,Arianna,Stewart,1952-12-24,S,F,40000.0,3.0,0.0,Partial College,Professional,1.0,2.0
12378,6467,500,Thomas,Perez,1937-01-17,M,M,60000.0,3.0,0.0,Graduate Degree,Management,1.0,2.0
12379,6468,625,Wyatt,Hayes,1937-08-13,S,M,60000.0,3.0,0.0,Graduate Degree,Management,1.0,2.0
12380,6469,511,Jeremiah,Gonzalez,1937-01-09,M,M,60000.0,3.0,0.0,Graduate Degree,Management,1.0,2.0
12381,6470,584,Ian,Perez,1937-07-06,M,M,60000.0,3.0,0.0,Graduate Degree,Management,0.0,2.0
12382,6471,582,Jaime,Carlson,1937-11-26,M,F,70000.0,4.0,0.0,Graduate Degree,Management,0.0,2.0
12383,6472,693,Grace,James,1938-11-04,S,F,80000.0,4.0,0.0,Graduate Degree,Management,1.0,2.0
12384,6473,445,Meredith,Torres,1939-02-27,S,F,60000.0,3.0,0.0,Graduate Degree,Management,1.0,2.0
12385,6474,583,Ebony,Blanco,1939-07-07,M,F,60000.0,3.0,0.0,Graduate Degree,Management,0.0,2.0
12386,6475,560,Jose,King,1940-11-24,S,M,70000.0,5.0,0.0,Graduate Degree,Management,1.0,2.0
12387,6476,631,Jackson,Green,1940-04-05,M,M,70000.0,5.0,0.0,Graduate Degree,Management,1.0,2.0
12388,6477,647,Alexandria,Stewart,1941-03-07,M,F,60000.0,3.0,0.0,Graduate Degree,Management,0.0,2.0
12389,6478,442,Miranda,Griffin,1942-03-12,S,F,50000.0,4.0,0.0,Bachelors,Management,0.0,2.0
12390,6479,596,Renee,Martin,1947-11-22,M,F,30000.0,3.0,0.0,Partial College,Clerical,0.0,2.0
12391,6480,473,Kristine,Ramos,1948-09-13,M,F,10000.0,2.0,1.0,Partial High School,Clerical,1.0,2.0
12392,6481,658,Lucas,Gonzalez,1978-08-20,S,M,60000.0,0.0,0.0,Partial College,Skilled Manual,1.0,2.0
12393,6482,647,Emma,Watson,1977-11-06,S,F,40000.0,0.0,0.0,Partial High School,Clerical,1.0,2.0
12394,6483,671,Taylor,Alexander,1977-05-02,S,F,40000.0,0.0,0.0,Partial High School,Clerical,1.0,2.0
12395,6484,675,Logan,Gonzalez,1977-07-25,S,M,40000.0,0.0,0.0,Partial High School,Clerical,0.0,2.0
12396,6485,519,Armando,Carlson,1948-11-12,M,M,20000.0,4.0,0.0,High School,Skilled Manual,1.0,2.0
12397,6486,642,Blake,Davis,1977-07-18,M,M,30000.0,0.0,0.0,Partial College,Skilled Manual,1.0,1.0
12398,6487,500,Marissa,Foster,1977-11-25,S,F,30000.0,0.0,0.0,Partial College,Skilled Manual,0.0,1.0
12399,6488,522,Nathan,Green,1977-08-23,S,M,30000.0,0.0,0.0,Partial College,Skilled Manual,1.0,1.0
12400,6489,693,Jason,Adams,1977-09-16,S,M,40000.0,0.0,0.0,Partial College,Skilled Manual,0.0,2.0
12401,6490,633,Jack,Evans,1977-11-21,S,M,60000.0,0.0,0.0,Partial College,Skilled Manual,0.0,2.0
12402,6491,494,Grace,Moore,1977-09-08,S,F,60000.0,0.0,0.0,Partial College,Skilled Manual,0.0,2.0
12403,6492,665,Kyle,Hall,1976-07-20,S,M,60000.0,0.0,0.0,Partial College,Skilled Manual,1.0,2.0
12404,6493,620,Amanda,Price,1976-06-14,S,F,60000.0,0.0,0.0,Partial College,Skilled Manual,0.0,2.0
12405,6494,471,Candice,Gao,1949-11-27,M,F,10000.0,2.0,1.0,Partial High School,Clerical,1.0,2.0
12406,6495,519,Mathew,Alvarez,1949-08-13,M,M,20000.0,2.0,1.0,Partial High School,Clerical,1.0,2.0
12407,6496,692,Corey,Sharma,1949-05-13,M,M,20000.0,2.0,1.0,Partial High School,Clerical,1.0,2.0
12408,6497,478,Tabitha,Sanz,1950-10-18,M,F,20000.0,2.0,1.0,Partial High School,Clerical,1.0,2.0
12409,6498,584,Maria,Collins,1980-04-05,S,F,40000.0,0.0,0.0,Partial High School,Clerical,0.0,2.0
12410,6499,538,Daniel,Martin,1980-08-19,S,M,20000.0,0.0,0.0,Partial College,Skilled Manual,0.0,2.0
12411,6500,570,Marcus,Campbell,1980-05-23,S,M,100000.0,3.0,0.0,Bachelors,Management,1.0,3.0
12412,6501,568,Cesar,Lopez,1952-04-17,S,M,30000.0,3.0,0.0,High School,Skilled Manual,1.0,2.0
12413,6502,487,Marc,Carlson,1952-04-26,M,M,30000.0,3.0,0.0,High School,Skilled Manual,1.0,2.0
12414,6503,596,Wayne,Kumar,1954-10-13,S,M,40000.0,3.0,0.0,Partial High School,Clerical,1.0,2.0
12415,6504,613,Molly,Suri,1954-07-22,M,F,40000.0,3.0,0.0,Partial High School,Clerical,0.0,2.0
12416,6505,634,Anna,Williams,1954-05-18,S,F,80000.0,2.0,0.0,Partial College,Skilled Manual,1.0,2.0
12417,6506,566,Hunter,Mitchell,1975-11-18,S,M,30000.0,0.0,0.0,High School,Skilled Manual,1.0,2.0
12418,6507,584,Alexandria,Simmons,1973-04-19,M,F,60000.0,0.0,0.0,Partial College,Skilled Manual,1.0,2.0
12419,6508,653,Alexis,Robinson,1973-08-15,M,F,60000.0,0.0,0.0,Partial College,Professional,1.0,2.0
12420,6509,690,Caroline,Bennett,1973-07-08,S,F,70000.0,0.0,0.0,Partial College,Professional,0.0,2.0
12421,6510,671,Makayla,Ramirez,1976-04-19,S,F,60000.0,0.0,0.0,Partial College,Professional,0.0,2.0
12422,6511,699,Jason,Butler,1955-09-23,S,M,80000.0,2.0,0.0,High School,Skilled Manual,1.0,2.0
12423,6512,669,Tabitha,Subram,1955-10-11,S,F,80000.0,2.0,0.0,High School,Skilled Manual,1.0,2.0
12424,6513,634,Cesar,Suri,1956-08-08,M,M,70000.0,2.0,0.0,High School,Skilled Manual,1.0,2.0
12425,6514,680,Micheal,Saunders,1956-03-03,S,M,70000.0,2.0,0.0,High School,Skilled Manual,1.0,2.0
12426,6515,531,Cedric,Zhou,1958-07-05,M,M,110000.0,4.0,1.0,Bachelors,Management,1.0,3.0
12427,6516,596,Lacey,Li,1958-01-19,S,F,130000.0,0.0,0.0,Graduate Degree,Management,0.0,3.0
12428,6517,677,Thomas,Foster,1973-05-11,S,M,80000.0,0.0,0.0,Bachelors,Management,0.0,1.0
12429,6518,631,Daniel,Williams,1973-02-15,S,M,80000.0,0.0,0.0,Bachelors,Management,1.0,1.0
12430,6519,597,Wendy,Gill,1974-08-18,S,F,30000.0,0.0,0.0,Partial High School,Skilled Manual,0.0,2.0
12431,6520,660,Taylor,Rivera,1974-08-22,M,F,60000.0,0.0,0.0,Partial College,Professional,1.0,2.0
12432,6521,445,Marcus,Baker,1974-09-03,S,M,60000.0,0.0,0.0,Partial College,Professional,1.0,2.0
12433,6522,610,Destiny,Jenkins,1974-06-24,M,F,60000.0,0.0,0.0,High School,Professional,0.0,2.0
12434,6523,492,Reginald,Sanz,1959-03-02,M,M,120000.0,4.0,2.0,Bachelors,Management,1.0,1.0
12435,6524,653,Jordan,West,1966-07-16,M,M,130000.0,0.0,1.0,Graduate Degree,Management,1.0,4.0
12436,6525,560,Lucas,Washington,1966-11-06,S,M,160000.0,0.0,0.0,Graduate Degree,Management,0.0,3.0
12437,6526,470,Adam,Wright,1958-03-23,M,M,130000.0,1.0,1.0,Graduate Degree,Management,1.0,4.0
12438,6527,620,Tristan,Gonzales,1957-03-25,S,M,60000.0,2.0,0.0,High School,Professional,1.0,2.0
12439,6528,536,Anna,Cook,1957-09-26,S,F,60000.0,2.0,0.0,High School,Professional,1.0,2.0
12440,6529,580,Whitney,Kapoor,1957-07-04,M,F,70000.0,2.0,1.0,Partial College,Professional,1.0,0.0
12441,6530,573,Chloe,Mitchell,1957-05-19,M,F,90000.0,2.0,1.0,Partial College,Professional,1.0,0.0
12442,6531,537,Devin,Wood,1956-05-21,M,M,60000.0,2.0,0.0,High School,Professional,0.0,2.0
12443,6532,523,Isaac,Ramirez,1956-03-07,M,M,60000.0,2.0,0.0,High School,Professional,0.0,2.0
12444,6533,430,Nathan,Patterson,1956-05-25,M,M,60000.0,2.0,0.0,High School,Professional,0.0,2.0
12445,6534,583,Fernando,Baker,1932-11-07,M,M,40000.0,3.0,0.0,Partial College,Professional,0.0,2.0
12446,6535,583,Robert,Griffin,1965-12-20,S,M,90000.0,5.0,5.0,Partial College,Professional,0.0,3.0
12447,6536,583,Colleen,Guo,1965-10-24,S,F,90000.0,5.0,5.0,Partial College,Professional,1.0,3.0
12448,6537,625,Benjamin,Robinson,1965-08-22,S,M,120000.0,3.0,2.0,Bachelors,Management,0.0,4.0
12449,6538,560,Courtney,Mitchell,1965-08-27,S,F,160000.0,0.0,0.0,Graduate Degree,Management,0.0,4.0
12450,6539,560,Brianna,Bell,1965-03-15,S,F,160000.0,0.0,0.0,Graduate Degree,Management,1.0,4.0
12451,6540,550,Grace,Wilson,1964-04-07,M,F,80000.0,4.0,3.0,Bachelors,Management,1.0,1.0
12452,6541,580,Gloria,Gutierrez,1962-03-07,M,F,40000.0,4.0,3.0,High School,Skilled Manual,1.0,2.0
12453,6542,583,Kristen,Zeng,1962-12-07,M,F,40000.0,4.0,3.0,High School,Skilled Manual,1.0,2.0
12454,6543,443,Bridget,Rai,1962-02-26,S,F,70000.0,1.0,0.0,Bachelors,Professional,0.0,1.0
12455,6544,445,Meredith,Martin,1962-08-15,S,F,70000.0,1.0,0.0,Bachelors,Professional,0.0,1.0
12456,6545,627,Eduardo,Rogers,1962-06-12,M,M,70000.0,1.0,0.0,Partial College,Skilled Manual,1.0,1.0
12457,6546,627,Wyatt,Ross,1962-07-26,M,M,70000.0,1.0,0.0,Partial College,Skilled Manual,0.0,1.0
12458,6547,652,Melanie,James,1962-06-03,M,F,70000.0,1.0,0.0,Partial College,Skilled Manual,1.0,1.0
12459,6548,582,Alejandro,Yuan,1961-09-09,M,M,40000.0,4.0,3.0,High School,Skilled Manual,1.0,3.0
12460,6549,520,Kaylee,Adams,1961-11-14,M,F,40000.0,4.0,2.0,High School,Skilled Manual,1.0,2.0
12461,6550,516,Jonathan,Taylor,1942-02-14,M,M,60000.0,3.0,0.0,Graduate Degree,Management,1.0,2.0
12462,6551,660,Mason,Edwards,1942-10-21,S,M,60000.0,3.0,0.0,Graduate Degree,Management,1.0,2.0
12463,6552,695,Victoria,Torres,1942-08-05,M,F,60000.0,3.0,0.0,Graduate Degree,Management,1.0,2.0
12464,6553,475,Julia,Howard,1942-08-27,M,F,70000.0,5.0,0.0,Bachelors,Management,1.0,2.0
12465,6554,580,Summer,Sanchez,1942-09-25,M,F,70000.0,5.0,0.0,Bachelors,Management,1.0,2.0
12466,6555,580,Emma,Harris,1943-04-22,M,F,60000.0,3.0,0.0,Graduate Degree,Management,1.0,2.0
12467,6556,470,William,Smith,1943-01-13,M,M,70000.0,5.0,0.0,Bachelors,Management,1.0,2.0
12468,6557,580,Emily,Powell,1944-04-09,M,F,30000.0,5.0,0.0,Partial High School,Clerical,0.0,2.0
12469,6558,660,Matthew,Davis,1944-10-25,S,M,30000.0,5.0,0.0,Partial High School,Clerical,1.0,2.0
12470,6559,665,Ian,Williams,1944-05-12,S,M,40000.0,4.0,0.0,High School,Professional,1.0,2.0
12471,6560,582,Kari,Suarez,1944-04-14,S,F,40000.0,4.0,0.0,High School,Professional,1.0,2.0
12472,6561,559,Kaylee,Richardson,1972-03-13,M,F,60000.0,1.0,0.0,Graduate Degree,Skilled Manual,1.0,0.0
12473,6562,582,Samantha,White,1972-06-21,M,F,60000.0,1.0,0.0,Graduate Degree,Skilled Manual,1.0,0.0
12474,6563,470,Zachary,Sharma,1972-11-25,M,M,60000.0,1.0,0.0,Graduate Degree,Professional,1.0,0.0
12475,6564,652,Jeremiah,King,1972-09-10,S,M,70000.0,1.0,0.0,Graduate Degree,Professional,1.0,0.0
12476,6565,597,Julia,West,1970-06-12,M,F,50000.0,1.0,1.0,Bachelors,Skilled Manual,1.0,0.0
12477,6566,642,Alexandra,Murphy,1970-12-23,M,F,50000.0,1.0,1.0,Bachelors,Skilled Manual,1.0,0.0
12478,6567,538,Rachel,Martinez,1970-04-08,M,F,50000.0,1.0,1.0,Bachelors,Skilled Manual,1.0,0.0
12479,6568,472,Nathaniel,Cook,1970-10-17,M,M,50000.0,1.0,1.0,Bachelors,Skilled Manual,1.0,1.0
12480,6569,688,Dylan,Perry,1970-03-18,M,M,50000.0,1.0,1.0,Bachelors,Skilled Manual,1.0,1.0
12481,6570,580,Mya,Price,1970-02-22,S,F,60000.0,1.0,0.0,Graduate Degree,Professional,1.0,0.0
12482,6571,597,Carlos,Sanchez,1970-03-23,M,M,60000.0,1.0,0.0,Graduate Degree,Professional,1.0,0.0
12483,6572,469,James,Li,1969-05-26,M,M,50000.0,1.0,1.0,Bachelors,Skilled Manual,1.0,1.0
12484,6573,619,Lucas,Edwards,1969-05-08,S,M,50000.0,2.0,2.0,Bachelors,Skilled Manual,1.0,0.0
12485,6574,658,Caroline,Ross,1969-08-18,S,F,50000.0,2.0,2.0,Bachelors,Skilled Manual,0.0,0.0
12486,6575,653,Punya,Palit,1969-01-13,S,M,50000.0,2.0,2.0,Bachelors,Skilled Manual,0.0,0.0
12487,6576,678,Marcus,Brown,1969-12-14,S,M,50000.0,2.0,2.0,Bachelors,Skilled Manual,1.0,0.0
12488,6577,430,Albert,Vazquez,1969-07-02,M,M,50000.0,2.0,2.0,Bachelors,Skilled Manual,1.0,0.0
12489,6578,633,Justin,Lee,1969-06-01,S,M,60000.0,1.0,0.0,Graduate Degree,Professional,1.0,0.0
12490,6579,538,Megan,Thompson,1969-11-22,M,F,60000.0,1.0,0.0,Graduate Degree,Professional,1.0,0.0
12491,6580,665,Jack,Chen,1971-06-12,M,M,60000.0,1.0,0.0,Graduate Degree,Professional,1.0,0.0
12492,6581,653,Noah,White,1971-10-14,M,M,70000.0,3.0,0.0,Graduate Degree,Professional,1.0,0.0
12493,6582,538,Jack,Henderson,1971-08-11,M,M,70000.0,3.0,0.0,Graduate Degree,Professional,1.0,0.0
12494,6583,619,Katherine,Wilson,1968-08-19,S,F,70000.0,2.0,2.0,Bachelors,Skilled Manual,0.0,0.0
12495,6584,442,Stephanie,Cook,1968-07-17,S,F,70000.0,2.0,2.0,Bachelors,Skilled Manual,0.0,1.0
12496,6585,443,Lisa,Liu,1968-06-04,S,F,70000.0,2.0,2.0,Bachelors,Skilled Manual,0.0,1.0
12497,6586,571,Seth,Griffin,1968-03-20,S,M,70000.0,2.0,2.0,Bachelors,Skilled Manual,0.0,1.0
12498,6587,647,Cassidy,Patterson,1967-06-27,S,F,40000.0,0.0,0.0,Bachelors,Professional,1.0,1.0
12499,6588,442,Curtis,Liang,1970-05-26,M,M,60000.0,2.0,0.0,Graduate Degree,Professional,1.0,0.0
12500,6589,627,Gavin,Bennett,1970-05-13,M,M,60000.0,2.0,0.0,Graduate Degree,Professional,1.0,0.0
12501,6590,495,Melanie,Brooks,1970-04-20,S,F,60000.0,2.0,0.0,Graduate Degree,Professional,1.0,0.0
12502,6591,660,Garrett,Cox,1970-10-09,M,M,60000.0,2.0,0.0,Graduate Degree,Professional,1.0,0.0
12503,6592,584,Spencer,Hughes,1970-03-04,M,M,70000.0,4.0,0.0,Graduate Degree,Professional,1.0,0.0
12504,6593,610,Bryan,Sanders,1970-09-27,M,M,70000.0,4.0,0.0,Graduate Degree,Professional,1.0,0.0
12505,6594,472,Richard,Butler,1970-08-23,M,M,70000.0,4.0,0.0,Graduate Degree,Professional,1.0,0.0
12506,6595,645,Michelle,Cook,1970-11-07,M,F,70000.0,4.0,0.0,Graduate Degree,Professional,1.0,0.0
12507,6596,675,Benjamin,Garcia,1967-04-07,M,M,50000.0,2.0,2.0,Bachelors,Skilled Manual,1.0,1.0
12508,6597,442,Adrienne,Vazquez,1966-11-06,S,F,60000.0,3.0,3.0,Bachelors,Skilled Manual,1.0,1.0
12509,6598,575,Sarah,Diaz,1966-07-11,S,F,60000.0,3.0,3.0,Bachelors,Skilled Manual,1.0,1.0
12510,6599,625,Cameron,Harris,1966-10-12,M,M,60000.0,0.0,0.0,Graduate Degree,Professional,1.0,0.0
12511,6600,559,Sebastian,Cooper,1966-11-09,M,M,60000.0,0.0,0.0,Graduate Degree,Professional,1.0,0.0
12512,6601,507,Timothy,Brooks,1966-11-28,S,M,60000.0,0.0,0.0,Graduate Degree,Professional,1.0,0.0
12513,6602,695,Jose,Hall,1966-01-25,M,M,60000.0,0.0,0.0,Graduate Degree,Professional,1.0,0.0
12514,6603,443,Dalton,Williams,1966-07-05,M,M,60000.0,0.0,0.0,Graduate Degree,Professional,1.0,0.0
12515,6604,580,Anna,Patterson,1969-08-10,M,F,70000.0,5.0,0.0,Graduate Degree,Professional,1.0,0.0
12516,6605,642,Noah,Robinson,1969-09-16,S,M,70000.0,5.0,0.0,Graduate Degree,Professional,1.0,0.0
12517,6606,582,Jon,Ma,1969-03-23,M,M,70000.0,5.0,5.0,Graduate Degree,Professional,1.0,2.0
12518,6607,584,Jacqueline,Peterson,1969-09-19,M,F,70000.0,5.0,5.0,Graduate Degree,Professional,1.0,2.0
12519,6608,445,Frederick,Gonzalez,1965-04-15,S,M,40000.0,0.0,0.0,Bachelors,Professional,0.0,1.0
12520,6609,678,Carlos,Cooper,1965-07-15,S,M,40000.0,0.0,0.0,Bachelors,Professional,0.0,1.0
12521,6610,430,Charles,Davis,1965-07-05,S,M,40000.0,0.0,0.0,Bachelors,Professional,0.0,1.0
12522,6611,688,Anna,White,1965-09-01,S,F,80000.0,3.0,3.0,Bachelors,Skilled Manual,1.0,1.0
12523,6612,500,Luis,Butler,1965-02-10,S,M,80000.0,3.0,3.0,Bachelors,Skilled Manual,0.0,2.0
12524,6613,678,Courtney,Parker,1965-04-24,S,F,80000.0,3.0,3.0,Bachelors,Skilled Manual,1.0,2.0
12525,6614,647,Dakota,Bryant,1965-10-01,S,M,80000.0,3.0,3.0,Bachelors,Skilled Manual,1.0,3.0
12526,6615,546,Mason,Cook,1965-02-12,S,M,60000.0,0.0,0.0,Graduate Degree,Professional,1.0,0.0
12527,6616,597,Brittany,Long,1964-10-09,S,F,40000.0,0.0,0.0,Bachelors,Professional,0.0,1.0
12528,6617,694,Daniel,Weisman,1964-09-16,S,M,60000.0,4.0,4.0,Bachelors,Skilled Manual,0.0,2.0
12529,6618,475,Abigail,Simmons,1964-05-12,S,F,60000.0,4.0,4.0,Bachelors,Skilled Manual,1.0,3.0
12530,6619,583,Ramon,Liu,1964-09-15,M,M,60000.0,4.0,4.0,Bachelors,Skilled Manual,1.0,3.0
12531,6620,511,Chloe,Smith,1923-06-10,M,F,60000.0,5.0,4.0,Partial High School,Skilled Manual,1.0,0.0
12532,6621,660,Miranda,Coleman,1964-02-04,S,F,60000.0,4.0,2.0,Bachelors,Skilled Manual,1.0,2.0
12533,6622,652,Brianna,Price,1963-08-02,S,F,40000.0,0.0,0.0,Bachelors,Professional,1.0,1.0
12534,6623,499,Courtney,Young,1963-07-06,S,F,70000.0,4.0,2.0,Bachelors,Skilled Manual,1.0,2.0
12535,6624,691,Austin,Robinson,1968-03-18,S,M,70000.0,0.0,0.0,Bachelors,Professional,0.0,1.0
12536,6625,488,Samantha,Alexander,1963-02-21,S,F,70000.0,0.0,0.0,Bachelors,Professional,0.0,1.0
12537,6626,701,Mason,Allen,1963-06-13,M,M,70000.0,0.0,0.0,Bachelors,Professional,0.0,1.0
12538,6627,506,Alfredo,Blanco,1974-06-27,M,M,40000.0,1.0,1.0,Bachelors,Skilled Manual,1.0,0.0
12539,6628,654,Dennis,Chen,1974-09-09,M,M,40000.0,1.0,1.0,Bachelors,Skilled Manual,1.0,0.0
12540,6629,506,Roberto,Munoz,1972-06-13,S,M,10000.0,0.0,0.0,Partial High School,Manual,1.0,2.0
12541,6630,765,Tabitha,Torres,1972-06-19,S,F,20000.0,0.0,0.0,Partial High School,Manual,1.0,2.0
12542,6631,483,Gilbert,Zhang,1973-03-25,M,M,40000.0,1.0,1.0,Bachelors,Skilled Manual,1.0,1.0
12543,6632,662,Cara,He,1973-07-25,M,F,40000.0,1.0,1.0,Bachelors,Skilled Manual,1.0,1.0
12544,6633,585,Jimmy,Serrano,1973-10-19,M,M,40000.0,1.0,1.0,Bachelors,Skilled Manual,1.0,1.0
12545,6634,529,Gary,Dominguez,1972-11-07,S,M,20000.0,0.0,0.0,Partial High School,Manual,0.0,2.0
12546,6635,503,Kaitlin,Rana,1972-06-05,S,F,20000.0,0.0,0.0,Partial High School,Manual,0.0,2.0
12547,6636,687,Terry,Deng,1972-02-04,S,M,30000.0,0.0,0.0,High School,Manual,0.0,1.0
12548,6637,649,Ross,Srini,1972-03-22,S,M,30000.0,0.0,0.0,High School,Manual,1.0,1.0
12549,6638,590,Arturo,Tang,1972-10-04,S,M,30000.0,0.0,0.0,High School,Manual,0.0,1.0
12550,6639,529,Clarence,Zheng,1972-02-02,S,M,30000.0,0.0,0.0,High School,Manual,1.0,1.0
12551,6640,506,Heather,Ma,1972-04-07,S,F,40000.0,2.0,2.0,Partial College,Clerical,1.0,0.0
12552,6641,641,Haley,Allen,1916-12-07,M,F,30000.0,1.0,0.0,High School,Manual,1.0,1.0
12553,6642,528,Lorrin,Smith-Bates,1971-03-15,S,M,20000.0,0.0,0.0,Partial High School,Manual,0.0,2.0
12554,6643,506,Gregory,Luo,1971-04-16,S,M,20000.0,0.0,0.0,Partial High School,Manual,0.0,2.0
12555,6644,529,Wesley,Cai,1971-10-15,S,M,20000.0,0.0,0.0,Partial High School,Manual,1.0,2.0
12556,6645,704,Rebecca,Adams,1971-09-11,S,F,30000.0,0.0,0.0,High School,Manual,0.0,1.0
12557,6646,506,Albert,Alonso,1971-02-21,S,M,30000.0,0.0,0.0,High School,Manual,0.0,1.0
12558,6647,615,Leah,Xu,1971-04-27,S,F,30000.0,0.0,0.0,High School,Manual,0.0,1.0
12559,6648,624,Molly,Lopez,1971-11-15,S,F,40000.0,2.0,2.0,Partial College,Clerical,1.0,1.0
12560,6649,503,Gilbert,Sharma,1971-04-17,S,M,40000.0,2.0,2.0,Partial College,Clerical,1.0,1.0
12561,6650,585,Ronald,Mehta,1971-08-19,S,M,40000.0,2.0,2.0,Partial College,Clerical,1.0,1.0
